,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"August 01, 1980",?,"Cerro Lilio, Mexico",Aeronaves del Peru,?,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,OB-R-1143,45598/57,7 (passengers:0 crew:7),3 (passengers:0 crew:3),0,The cargo plane crashed into a mountain in poor visibility.
ACCIDENT DETAILS,"August 03, 1980",16:15,"Togiak, Alaska",Yute Air Alaska - Air Taxi,?,"Dillingham, AK - Return",de Havilland DHC-3,N433GR,291,9 (passengers:8 crew:1),2 (passengers:1 crew:1),0,Struck a hill after taking off and climbing into a fog shrouded valley. Continued VFR flight into adverse weather conditions
ACCIDENT DETAILS,"August 06, 1980",17:40,"Houma, Louisiana",Air Logistics,?,Oil Platform SS-224 - Houma LA,Bell 205A-1 helicopter,N95AL,30203,13 (passengers:12 crew:1),13 (passengers:12 crew:1),0,"Crashed after continued VFR flight into adverse weather conditions. No windshield wipers, unreliable attitude indicator and inoperative turn needle."
ACCIDENT DETAILS,"August 07, 1980",03:00,"Nouadhibou, Mauretania",Tarom,?,Bucurest - Nouadhibou,Tupolev TU-154B-1,YR-TPH,277,168 (passengers:152 crew:16),1 (passengers:1 crew:0),0,"The aircraft touched down in water 1,000 ft. short of the runway."
ACCIDENT DETAILS,"August 11, 1980",?,"Rio de Janeiro, Brazil",Prospec,?,?,Britten-Norman BN-2A-6 Islander,PT-KAC,644,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,Crashed shortly after taking off.
ACCIDENT DETAILS,"August 13, 1980",21:55,"Sa Cabaneta, Spain",Spantax,?,?,Learjet 35A,EC-DFA,35-196,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,Slamed into a mountain while on approach.
ACCIDENT DETAILS,"August 19, 1980",19:08,"Riyadh, Saudi Arabia",Saudi Arabian Airlines,163,Riyadh - Jeddah,Lockheed 1011-200 TriStar,HZ-AHK,1169,301 (passengers:287 crew:14),301 (passengers:287 crew:14),0,"The flight experienced a fire in the aft cargo compartment 6 minutes after taking off from Rilyadh. The plane returned to the airport and landed but because of a delay in evacuating the plane, all aboard were killed by smoke and fire. Half a minute before landing the captain decided not to order an emergency evacuation. When he landed, he did not stop immediately but instead proceeded to make a normal landing delaying the fire equipment from putting out the fire. It took a full twenty-three minutes after touchdown before the doors were opened. The failure of the captain to prepare the cabin crew for immediate evacuation upon landing and his failure in not making a maximum stop landing on the runway, with immediate evacuation."
ACCIDENT DETAILS,"August 26, 1980",?,"Near Jakarta, Indonesia",Bouraq Indonesia Airlines,?,Banjarmasin-Sjamsudin Noor - Jakarta,Vickers Viscount 812,PK-IVS,353,37 (passengers:31 crew:6),37 (passengers:31 crew:6),0,"A section of the tail separated in flight and the aircraft crashed into a swamp. Broken spigot fitting, which is part of the elevator torque tube assembly. The part was not repaced as required."
ACCIDENT DETAILS,"September 05, 1980",?,"Near Montelimar, France",Military - Kuwait Air Force,?,?,Lockheed L-100-20 Hercules,KAF317,4350,8 (passengers:0 crew:8),8 (passengers:0 crew:8),0,Crashed after being struck by lightning
ACCIDENT DETAILS,"September 10, 1980",?,"Puerto Olaya, Colombia",Aeronorte Colombia,?,Barranquilla - Bogota,Douglas C-47,HK-329,4404,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,While en route a wing separated from the cargo plane which led to loss of control. The wing attachment bolts failed in turbulence.
ACCIDENT DETAILS,"September 12, 1980",20:58,"Off Freeport, Bahamas",Florida Commuter Airlines,?,West Palm Beach - Freeport Grand Bahama Islands,Douglas DC-3,N75KW,4861,34 (passengers:30 crew:4),34 (passengers:30 crew:4),0,"The aircraft crashed into the Atlantic Ocean about 3.5 nm SW of West End Settlement in low ceiling and thunderstorm activity. The cause was unable to be determined. Contributing factors include flight into thunderstorm activity, a malfunctioning pitot tube and improper supervision by airline management."
ACCIDENT DETAILS,"September 14, 1980",?,"Kindu, Zaire",Military - Force Aérienne Zaïroise,?,?,Lockheed Hercules C-130,9T-TCE,4569,36 (passengers:? crew:?),36 (passengers:? crew:?),0,Crashed on takeoff after losing one engine.
ACCIDENT DETAILS,"September 15, 1980",c 00:00,"Near Medina, Saudi Arabia",Military - Royal Saudi Air Force,?,?,Lockheed C-130E,453,4128,89 (passengers:81 crew:8),89 (passengers:81 crew:8),0,Crashed into the desert after taking off. Report of an in-flight fire.
ACCIDENT DETAILS,"September 17, 1980",?,"Near Kindu, Zaire",Military - Zairean Air Force,?,?,de Havilland DHC-5 Buffalo,9T-CBA,60,36 (passengers:? crew:?),36 (passengers:? crew:?),0,Crashed shortly after taking off.
ACCIDENT DETAILS,"September 22, 1980",?,"Mount Smjorfjollum, Iceland",Flugfelag Austurlands,?,?,Britten-Norman BN-2A-27 Islander,TF-RTO,142,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,Crashed into a mountain while en route.
ACCIDENT DETAILS,"September 30, 1980",?,"Badakshan, Afghanistan",Military - Soviet Air Force,?,?,Antonov AN-12V,CCCP-11104,1347710,45 (passengers:? crew:?),45 (passengers:? crew:?),0,Shot down by Afghan guerrilla forces as it prepared to land.
ACCIDENT DETAILS,"October 24, 1980",09:47,"Gainsville, Florida",Tampa Air Center - Air Taxi,?,"Bartow, FL - Lake City, FL",Beechcraft E18S,N65V,BA-144,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"The aircraft experienced engine failure on final approach and collided with electronic towers. Inadequate maintenance and inspection of fuel system, filters, strainers and screens."
ACCIDENT DETAILS,"November 04, 1980",?,"Caracas, Venezuela",Fuerza Aérea Venezolana,?,?,Lockheed C-130H Hercules,3556,4406,11 (passengers:0 crew:11),11 (passengers:0 crew:11),0,Engine failure.
ACCIDENT DETAILS,"November 12, 1980",23:53,"Near Cairo, Egypt",Military - U.S. Air Force,?,Ramstein AB - Cairo,Lockheed C-141A,67-0030,6281,13 (passengers:7 crew:6),13 (passengers:7 crew:6),0,Descended at an excessive sink rate at a banked angle until it crashed to the ground as it prepared to land at Cairo Airport.
ACCIDENT DETAILS,"November 17, 1980",?,"Annanberg, Papua New Guinea",Provincial Air Services,?,?,Britten-Norman BN-2A Trislander,VH-BSG,0279,4 (passengers:? crew:?),4 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"November 19, 1980",?,"Seoul, South Korea",Korean Airlines,?,Anchorage - Seoul,Boeing B-747-2B5B,HL-7445,21773/366,226 (passengers:212 crew:14),15 (passengers:9 crew:6),0,Undershot runway and crashed while landing in fog. Crew error.
ACCIDENT DETAILS,"November 24, 1980",?,"Near Medellin, Colombia",F.R. de la Direccion General de Ados,?,?,Douglas C-47A-35-DL,HK-1221G,9703,20 (passengers:3 crew:17),20 (passengers:3 crew:17),0,"The aircraft crashed into a mountain at 9,500 ft. while descending to land. Continued VFR flight in deteriorating weather at low altitude in a mountainous area."
ACCIDENT DETAILS,"November 28, 1980",21:35,"Pecos City, Texas",Central Air Services,?,?,Douglas DC-7B,N816D,45085/714,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane entered a steep bank shortly after takeoff and crashed. Complete engine failure/flameout No.1 engine. Powerplant failure for undetermined reasons. Pilot-in-command failed to obtain/maintain flying speed. Improper emergency procedures
ACCIDENT DETAILS,"December 05, 1980",?,"Dar es Salaam, Tanzania",Tanzania Aviation,?,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,5H-TAL,31-7652016,10 (passengers:9 crew:1),10 (passengers:9 crew:1),0,The aircraft broke-up in flight in bad weather.
ACCIDENT DETAILS,"December 07, 1980",16:47,"Michigan City, IN",Queen Airmotive - Air Taxi,?,"Chicago, IL - Michigan City, IL",Beechcraft B90,N2181L,LW-181,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Crashed on final approach and came to rest in water. Elevator assembly detached due to missing bolt.
ACCIDENT DETAILS,"December 12, 1980",19:51,"Cold Bay, Alaska",Penninsula Airways - Air Taxi,?,"King Cove, AK - Cold Bay, AK",Piper PA-32,N2243Q,32-7940047,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,"Pilot misjudged altitude and crashed in snow, gusting winds and dark night while en route."
ACCIDENT DETAILS,"December 16, 1980",?,"Tumut,, Australia",Eagle Airways,?,?,Britten-Norman BN-2A Trislander,VH-EGU,1030,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed in mountains while en route.
ACCIDENT DETAILS,"December 21, 1980",14:23,"Near Rio Hacha, Colombia",Transportes Aereos del Caribe,?,Rio Hacha - Medellin,Aerospatiale Caravelle 6R,HK-1810,165,70 (passengers:63 crew:7),70 (passengers:63 crew:7),0,A fire and explosion took place 5 minutes after taking off. The explosion was possibly caused by a bomb placed in the rear section of the aircraft.
ACCIDENT DETAILS,"December 23, 1980",23:12,"Qatar, Qatar",Saudi Arabian Airlines,?,Dhahran - Karachi,Lockheed L-1011-200,HZ-AHJ,1161,291 (passengers:271 crew:20),2 (passengers:2 crew:0),0,Two passengers were sucked out of the plane after a tire exploded in the wheel well causing damage to the fuselage.
