,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"September 04, 1928",11:30,"Pocatello, Idaho",National Parks Airways,?,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,809,7 (passengers:6 crew:1),7 (passengers:6 crew:1),0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
ACCIDENT DETAILS,"September 06, 1928",?,"Heroldbach, Germany",Deutsche Lufthansa,?,?,Fokker FG III,D-180,1531,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,Crashed due to engine failure.
ACCIDENT DETAILS,"October 04, 1928",?,"Gerona, Spain",Aeropostale,?,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,F-AEEJ F-AEEJ,159,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,"
ACCIDENT DETAILS,"October 18, 1928",?,"Polk, Pennsylvania",National Air Transport,?,?,Douglas M-4,NC1064,658,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed into a hill and burned during the night during poor weather conditons.
ACCIDENT DETAILS,"October 31, 1928",?,"Valence, France",Air Union,?,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,4381.9,2 (passengers:1 crew:1),1 (passengers:0 crew:1),0,The pilot attempted an emergency landing in a muddy field and crashed.
ACCIDENT DETAILS,"November 15, 1928",?,Off Gibraltar,Aeropostale,?,Marseille - Palma de Majorca,Latecoere 32,F-AISN,80,3 (passengers:? crew:3),1 (passengers:0 crew:1),0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
ACCIDENT DETAILS,"November 24, 1928",?,"Edgerton, Ohio",Universal Airlines,?,Cleveland - Chicago,Hamilton H-47,NC7521,46,3 (passengers:2 crew:1),3 (passengers:2 crew:1),0,The mail plane crashed in a heavy snow storm.
ACCIDENT DETAILS,"November 25, 1928",?,"Edgerton, Ohio",Continental Air Lines,?,Cleveland - Louisville,Travel Air 4000,NC5436,525,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed in a heavy snow storm
ACCIDENT DETAILS,"November 25, 1928",?,"Bristolville, Ohio",National Air Transport,?,?,Douglas M-4,NC792,650,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed in a snow storm.
ACCIDENT DETAILS,"December 01, 1928",c 10:00,"Spur, Texas",Sunbeam Air Transport Co.,?,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
ACCIDENT DETAILS,"December 03, 1928",08:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,?,Sightseeing,Dornier Wal,P-BACA,83,14 (passengers:9 crew:5),14 (passengers:9 crew:5),0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
ACCIDENT DETAILS,"December 10, 1928",10:45,"Spokan, Washington",Spokane Airways,?,Colfax - Spokane,?,NC7687,4-AT-045,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,The aircraft crashed while attempting to land in fog.
ACCIDENT DETAILS,"December 11, 1928",?,"Letzlingen, Germany",Deutsche Lufthansa,?,Cologne - Berlin,Junkers G-31,D-1473,3005,4 (passengers:1 crew:3),3 (passengers:0 crew:3),0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
ACCIDENT DETAILS,"December 20, 1928",?,"Huron, Ohio",National Air Transport,?,Cleveland - Chicago,Douglas M-4,NC790,653,1 (passengers:0 crew:1),1 (passengers:0 crew:1),0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
ACCIDENT DETAILS,"December 23, 1928",?,"Chattanooga, Tennessee",Interstate Airlines,?,?,Fairchild FC-2,?,?,4 (passengers:3 crew:1),4 (passengers:3 crew:1),0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
ACCIDENT DETAILS,"December 31, 1928",?,"Reims, France",CIDNA,?,Strasbourg - Paris,Blériot Spad 66,F-AEHX,3359-40,3 (passengers:2 crew:1),2 (passengers:2 crew:0),0,Crashed into high ground in fog.
