,Date:,Time:,Location:,Operator:,Flight #:,Route:,AC  Type:,Registration:,cn / ln:,Aboard:,Fatalities:,Ground:,Summary:
ACCIDENT DETAILS,"February 10, 1949",?,"Near Huanuco, Peru",Faucett,?,Tingo Maria - Huanuco,Douglas DC-3,OB-PAV-223,15374/26819,16 (passengers:13 crew:3),16 (passengers:13 crew:3),0,Struck a mountain as the plane approached Huanuco.
ACCIDENT DETAILS,"February 19, 1949",09:45,"Near Coventry, Warks, England",British European Airways / Military - British,?,London - Glasgow,Douglas DC-3 / Avro Anson,G-AHCW/VV243,13308,14 (passengers:6 crew:8),14 (passengers:6 crew:8),0,"Midair collision between a DC-3 and a RAF Avro Anson at 4,500 feet. Both planes disintegrated and fell to the ground. Ten killed on the DC-3, four on the Avro Anson. Failure on the part of the pilot of each aircraft to ensure the maintenance of an effective lookout."
ACCIDENT DETAILS,"February 24, 1949",08:00,"Near Cuzco, Peru",TAM (Peru),?,Cuzco - Lima,Douglas C-47,?,?,26 (passengers:22 crew:4),22 (passengers:20 crew:2),0,The aircraft lost control and crashed following a blown tire on takeoff.
ACCIDENT DETAILS,"February 24, 1949",11:00,"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,?,"Manila, Philippines - Hong Kong",Douglas DC-3,VR-HDG,20576,23 (passengers:19 crew:4),23 (passengers:19 crew:4),0,Crashed near Braemar Resevoir after a go-around in poor weather. The crash was attributed to pilot error.
ACCIDENT DETAILS,"March 10, 1949",09:50,"Coolangatta, Australia",Queensland Airlines,?,Coolangatta - Brisbane,Lockheed 18 Lodestar,VH-BAG,2194,22 (passengers:19 crew:3),22 (passengers:19 crew:3),0,"Crashed on takeoff from Coolangatta. After becoming airborne, the aircraft was seen to climb very steeply and stall when at a height of 300 ft., roll to the left and crash."
ACCIDENT DETAILS,"March 15, 1949",?,"Berlin, Germany",Skyways,?,?,Avro 685 York I,G-AHFI,1316,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane crashed while attempting to land.
ACCIDENT DETAILS,"March 18, 1949",09:40,"Near Waikanae, New Zealand",New Zealand National Airways,?,Auckland - Wellington,Lockheed 18 Lodestar,ZK-AKX,2382,15 (passengers:13 crew:2),15 (passengers:13 crew:2),0,Crashed into a hill while on approach in low overcast. A navigational error by the pilot-in-command..
ACCIDENT DETAILS,"April 29, 1949",12:20,"Near Mironovo, Russia",Aeroflot,?,Yakutsk - Kirensk,Lisunov Li-2,SSSR-L4464,?,24 (passengers:18 crew:6),14 (passengers:11 crew:3),0,"The flight deviated 60 miles off the proper course, the crew initiated a descent without either establishing their position or making visual contact with the ground. The plane crashed into a mountain."
ACCIDENT DETAILS,"May 04, 1949",17:04,"Superga, Italy",Avio Linee Italiane,?,Barcelona - Torino,FIAT G-212CP,I-ELCE,5,31 (passengers:27 crew:4),31 (passengers:27 crew:4),0,"The aircraft was returning on a flight from Lisboa to Milan with the Torino Soccer Team when the crew decided to land directly at Turin, homebase to the team. In low visibility, rain and thunderstorms, the left wing of the plane struck a wall surrounding the sanctuary of Superga, a mountain near Turin. The aircraft then pivoted, and disintegrated next to the sanctuary killing all aboard. Error in navigation and poor visiblity."
ACCIDENT DETAILS,"May 04, 1949",12:10,"Near Portland, Dorset, England",Bristop Aeroplane Company,?,Test Flight,Bristol 170 Freighter 31 Mark II,G-AIFF,?,7 (passengers:0 crew:7),7 (passengers:0 crew:7),0,Crashed in the English Channel. Cause unknown.
ACCIDENT DETAILS,"May 07, 1949",16:00,"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,?,Daet - Manila,Douglas DC-3,PI-C-98,16743/33491,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,"The plane was on a flight from Daet, Camarines to Manila when it crashed after experiencing a violent explosion in the tail of the aircraft. Two ex-convicts confessed to planting a time bomb aboard the flight in order to kill the husband of a woman involved with another man."
ACCIDENT DETAILS,"May 13, 1949",14:10,"Near Novosibirsk, Russia",Aeroflot,?,Novosibirsk - Moscow,Ilyushin IL-12,L1791,93013208,25 (passengers:20 crew:5),25 (passengers:20 crew:5),0,Crashed after penetrating a thunderstorm.
ACCIDENT DETAILS,"June 06, 1949",19:00,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,?,Kavallo - Athens,Douglas DC-3,SX-BAI,12162,22 (passengers:18 crew:4),22 (passengers:18 crew:4),0,Crashed into a mountainside 30 miles northeast of Athens. Structural failure while flying through an area of thunderstorm activity.
ACCIDENT DETAILS,"June 07, 1949",14:00,"Near Florianpolis, Brazil",Military - Brazilian Air Force,?,Florianpolis - Porto Alegre,Douglas C-47B,C-47-2023,?,27 (passengers:21 crew:6),27 (passengers:21 crew:6),0,The aircraft crashed into a mountain shortly after taking off from Florianpolis.
ACCIDENT DETAILS,"June 07, 1949",00:25,"San Juan, Puerto Rico",Strato Freight,?,San Juan - Miami,Curtiss C-46D-5-CU,N92857,30506,81 (passengers:75 crew:6),53 (passengers:52 crew:1),0,"The aircraft crashed into the Atlantic Ocean during takeoff after a loss of the No. 2 engine. The loss of power in the right engine before the aircraft could attain the optimum single engine climb speed, which together with being overloaded resulted in the aircraft losing altitude and ditching into the ocean. Incorrect spark plugs installed on the No. 2 engine."
ACCIDENT DETAILS,"June 23, 1949",10:55,"Off Bari, Italy",KLM Royal Dutch Airlines,?,Batavia - Amsterdam,Lockheed 749-79-33 Constellation,PH-TER,2541,33 (passengers:23 crew:10),33 (passengers:23 crew:10),0,Crashed into Bari Harbor while en route from Cairo via Athens to Rome. Witnesses observed smoke from an engine followed by smoke from the other engines and fuselage prior to the crash. The plane broke-up in flight.
ACCIDENT DETAILS,"July 02, 1949",02:15,"Near Guildford, Australia",Mac Roberston-Miller Airlines,?,Guildford - Darwin,Douglas C-47A-20-DL,VH-MME,9350,18 (passengers:14 crew:4),18 (passengers:14 crew:4),0,The plane rose to 600 ft. then nosed down and crashed into a housing camp south of Guildford shortly after taking off. Caused by a stall attributed to improper loading of the DC-3 which resuled in its center of gravity being beyond the permissible limit.
ACCIDENT DETAILS,"July 12, 1949",07:43,"Chatsworth, California",Standard Airlines,897R,Albuquerque - Burbank,Curtiss C-46E-1-CS,N79978,2936,48 (passengers:44 crew:4),35 (passengers:32 crew:3),0,The plane was flying in level flight with the gear down. The right wing tip brushed the side of a hill pulling the plane around 90 degrees. It hit the ground and bounced 300 feet into the air and crashed. Pilot's action in descending below the prescribed minimum altitude while executing an ILS approach.
ACCIDENT DETAILS,"July 12, 1949",03:50Z,"Near Bombay, India",KLM Royal Dutch Airlines,?,Delhi - Bombay,Lockheed L-749-79-33 Constellation,PH-TDF,2558,45 (passengers:34 crew:11),45 (passengers:34 crew:11),0,"While circling in a blinding monsoon rainstorm, the aircraft crashed into 674 ft. high Ghatkopar hill, 3 miles ENE of the airport. Crew error. Pilots decision to land in weather below prescribed minimums in an area he was not familiar with."
ACCIDENT DETAILS,"July 13, 1949",?,"Jamnagar, Gujarat state, India",Indian Air Force,?,Training,Hawker Hunter,?,?,0 (passengers:1 crew:1),0 (passengers:1 crew:1),14,"Crashed into a garage near Jamnagar railway station while on a training flight. Apart from the pilot, at least 14 on the ground were killed and about 60 were injured."
ACCIDENT DETAILS,"July 19, 1949",21:01,"Seattle, Washington",Air Transport Associates,?,Seattle - Chicago,Curtiss C-46F-1-CU,N5075N,22463,32 (passengers:28 crew:4),2 (passengers:2 crew:0),4,A power failure occurred in the No. 1 engine on takeoff and the pilot cut power to both engines and discontinued takeoff. He then apparently changed his mind and applied power. The left engine continued to malfunction and the aircraft collided with power lines and crashed into houses. Use of improper fuel necessitated operating the aircraft's engines in excess of operating limits resulting in engine failure. Decision to takeoff after the failure of the left engine.
ACCIDENT DETAILS,"July 21, 1949",11:35,"Marga, Russia",Aeroflot,5,Krasnoyarsk - Irkutsk,Ilyushin IL-12,L1714,83012811,14 (passengers:8 crew:6),13 (passengers:8 crew:5),0,The plane crashed after the left engine caught fire.
ACCIDENT DETAILS,"July 30, 1949",10:45,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,557,New York City - Wilmington,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,N19963/BU72887,2260 /,16 (passengers:12 crew:4),16 (passengers:12 crew:4),0,"Midair collision with a US Navy F-6F. The F-6F was buzzing a small private aircraft which was cruising below the DC-3. The F-6F had pulled up into a climbing turn and collided with the DC-3. All fifteen killed on the DC-3, and one on the F-6F. Reckless conduct of the Navy pilot in performing aerobatic maneuvers on a civil airway."
ACCIDENT DETAILS,"August 02, 1949",c 11:30,"Jaquirana, Brazil",Varig,?,Sao Paulo - Porto Alegre,Curtiss C-46D-10-CU,PP-VBI,33100,36 (passengers:30 crew:6),5 (passengers:4 crew:1),0,"Twenty minutes before arriving a Porto Alegre, a fire was discovered in cargo hold ""G."" The pilot executed an emergency descent while the crew tried to extinguish the flames to no avail. As the plane attempted to land, the panicking passengers rushed to the front of the plane to escape the flames causing the center of gravity to change, resulting in a hard landing. The cause of the fire in the hold ""G"" was not determined."
ACCIDENT DETAILS,"August 03, 1949",?,"Sao Francisco Bay, Brazil",Lineas Aéreas Brasil,?,?,Douglas DC-3,PP-AJB,9971,30 (passengers:? crew:?),5 (passengers:? crew:?),0,Both the No. 1 and No. 2 propellers detached in flight which led to the crew ditching the plane close to shore.
ACCIDENT DETAILS,"August 06, 1949",?,"Salasaca, Ecuador",Shell Co of Ecuador,?,Mers Nueva - Ambato,Bristol 170 Freighter 21,HC-SBU,12739,34 (passengers:31 crew:3),34 (passengers:31 crew:3),0,The aircraft was part of relief efforts of the Ecuador earthquake.
ACCIDENT DETAILS,"August 09, 1949",?,"Salalah, Oman",Military - Royal Air Force,?,?,Douglas C-47B,KN336,15901/32649,12 (passengers:? crew:?),12 (passengers:? crew:?),0,Crashed short of the runway.
ACCIDENT DETAILS,"August 13, 1949",13:30,"Near Bogota, Colombia",SAETA,?,Bogota - Ibague,Douglas C-47,HK-1200,?,32 (passengers:29 crew:3),32 (passengers:29 crew:3),0,Crashed in the Andes mountains while en route.
ACCIDENT DETAILS,"August 15, 1949",03:40,"Off Lurga Point, Ireland",Transocean Air Lines,?,Rome - Shannon,Douglas DC-3 (C-54A-DO),N79989,3076,58 (passengers:49 crew:9),8 (passengers:7 crew:1),0,"Fuel exhaustion forced the plane to ditch in the Atlantic Ocean, 15 km off the coast of Ireland. The plane stayed afloat for 15 minutes but 8 occupants died due to exposure or drowning. Failure of the captain to properly supervise the crew while en route."
ACCIDENT DETAILS,"August 19, 1949",13:02,"Near Oldham, England",British European Airways,?,Belfast - Manchester,Douglas DC-3,G-AHCY,12355,32 (passengers:29 crew:3),24 (passengers:21 crew:3),0,"Crashed into Wimberry Rocks, Dovestones, Greenfield, near Oldham at 1,700 feet, 15 nm short of its destination. Navigational error and improper approach procedure. Failure to check the position of the aircraft accurately before descent from a safe altitude."
ACCIDENT DETAILS,"August 21, 1949",23:30,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,?,Churchhill - Winnipeg,Consolidated Canso (amphibian),11057,?,21 (passengers:14 crew:7),21 (passengers:14 crew:7),0,Crashed and burned in a wooded area after entering an area of thunderstorms.
ACCIDENT DETAILS,"August 27, 1949",08:00,"Leopoldville, Zaire",Sabena,?,Leopoldville - Elizabethville,Douglas C-47B-5-DK,OO-CBK,14600/26045,20 (passengers:17 crew:3),5 (passengers:3 crew:2),0,The aircraft did not achieve a proper climb rate after taking off and crashed while making a low altitude right turn. Water in the fuel and excessive lead on the spark plugs.
ACCIDENT DETAILS,"September 09, 1949",10:45,"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,?,Montreal - Comeau Bay,Douglas DC-3,CF-CUA,4518,23 (passengers:19 crew:4),23 (passengers:19 crew:4),0,"The aircraft disintegrated in flight 40 miles outside of Quebec. Detonation of a dynamite bomb in the forward baggage compartment. Planted by Albert Guay, a jeweler, in a plot to kill his wife who was a passenger on the plane. Guay, who assembled the bomb, had his accomplice, Marguerite Pitre, air express the bomb on the aircraft. Ms. Pitre's brother, a clockmaker, helped make the timing mechanism. The insurance policy was for $15,000. All three were hanged for their crimes."
ACCIDENT DETAILS,"September 26, 1949",13:30,"Mt. Popocatepetl, Mexico",Mexicana,?,Tapacula - Mexico City,Douglas DC-3,XA-DUH,11725,24 (passengers:21 crew:3),24 (passengers:21 crew:3),0,"Crashed into a 15,000 ft. snow covered volcano, Mt. Popocatepetl. Flying VFR in IFR conditions."
ACCIDENT DETAILS,"September 27, 1949",?,"Near Castilla, Argentina",Flota Aérea Mercante Argentina,?,?,Douglas C-54A-1-DO,LV-ABI,7445,27 (passengers:20 crew:7),5 (passengers:2 crew:3),0,Crashed after an in-flight fire. The plane tried to make a forced landing but crashed before reaching the air strip. Returning from a mercy mission in Ecuador for earthquake relief.
ACCIDENT DETAILS,"October 09, 1949",?,"Cheyenne, Wyoming",Slick Airways,11-8,Las Vegas - Denver,Curtiss C-46E-1-CS,N59485,2939,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,"Diverted to Cheyenne, while on approach, the aircraft crashed 2.5 miles short of the runway after encountering severe turbulence and icing. Loss of control of the aircraft during an instrument approach to Cheyenne, under conditions of heavy icing and severe turbulence."
ACCIDENT DETAILS,"October 28, 1949",c 02:50,"San Miguel Island, Azores",Air France,?,Paris - Santa Maria - New York City,Lockheed 749-79-33 Constellation,F-BAZN,2546,48 (passengers:37 crew:11),48 (passengers:37 crew:11),0,"While attempting for the third time to land at Santa Maria, the aircraft, flew into Redondo Mountain at 2,950 ft. on San Miguel Island. Crew error. Failure to carry out either of the two approach procedures adopted for Santa Maria airport. False position report give by crew. Inadequate navigation. Failure to identify Santa Maria airport when flying in VFR conditions. French middleweight boxing champion Marcel Cerdan, 33, and French violinist, Ginette Neveu killed."
ACCIDENT DETAILS,"November 01, 1949",c 11:45,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,537,Boston - Washington D.C. - New Orleans,Douglas C-54B / P-38,N88727/NX26927,18365 /,55 (passengers:51 crew:4),55 (passengers:51 crew:4),0,"Midair collision. The P-38 hit the airliner from above. Both planes crashed into the Potomac River. The pilot of the P-38 survived and was accused of causing the accident by executing a straight in approach without proper clearance. He was later tried and cleared of the charges. ATC error. George Bates, U.S. Representative from Massachusetts and Michael Kennedy, U.S. Representative from New York killed. Helen Hokinson, 56, cartoonist for the New Yorker magazine, also among the dead."
ACCIDENT DETAILS,"November 04, 1949",21:34,"Akron, Ohio",Harrington's Inc,?,Philadelphia - Cleveland,Douglas DC-3,NC29086,4304,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane collided with trees short of the runway while attempting to land. The improper execution of an instrument approach which resulted in the aircraft being flown to the right of the proper approach path at an altitude too low to clear the terrain.
ACCIDENT DETAILS,"November 16, 1949",?,"Calcutta, India",Royal Indian Air Force,?,?,Tempest,?,?,2 (passengers:0 crew:2),1 (passengers:0 crew:1),14,A group of 6 Tempest fighters of the RIAF were flying over Calcutta city. While swerving to avoid a flock of vultures one plane crashed into another. Both planes crashed into the city causing damage to buildings as well as deaths to many civilians. One pilot was killed and the other bailed out. At least 14 were killed on the ground and at least 20 injured.
ACCIDENT DETAILS,"November 20, 1949",16:56,"Near Oslo, Norway",Aero Holland,?,Brussels - Oslo,Douglas C-47A,PH-TFA,13462,35 (passengers:31 crew:4),34 (passengers:30 crew:4),0,Crashed into a hill during the approach. Pilot continued VFR in IFR condtions.
ACCIDENT DETAILS,"November 26, 1949",12:00,"Near Bucaramanga, Colombia",LANSA,?,Bucaramanga - Cucuta,Douglas DC-3,HK-305,?,12 (passengers:9 crew:3),12 (passengers:9 crew:3),0,Struck a mountain shortly after taking off.
ACCIDENT DETAILS,"November 29, 1949",05:49,"Dallas, Texas",American Airlines,157,New York City - Mexico City,Douglas DC-6,N90728,42895/58,46 (passengers:41 crew:5),28 (passengers:26 crew:2),0,"During a pull-up for a go-around, after attemping a landing approach with the No. 1 engine feathered, the No. 4 engine lost power then came on with a surge. The flight engineer feathered the No. 4 engine without instructions from the captain. The aircraft stalled, then collided with wires and a building. Crew's improper handling of the aircraft after an engine failed."
ACCIDENT DETAILS,"November 29, 1949",16:45,"Chaleyssin, France",Air France,?,Paris - Lyons - Tunis,Douglas DC-4,F-BELO,10391,38 (passengers:33 crew:5),5 (passengers:1 crew:4),0,Crashed while on approach to Lyons.
ACCIDENT DETAILS,"December 01, 1949",19:00,"Taquaracucu, Brazil",REAL,?,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),PP-YPM,4241,22 (passengers:18 crew:4),20 (passengers:16 crew:4),0,Crashed into a mountainside while circling to land. Crew error. Lack of flight discipline. Poor decision by Chief of Operations in allowing the aircraft to continue flight in poor weather conditions.
ACCIDENT DETAILS,"December 07, 1949",17:15,"Vallejo, California",Arrow Airlines,?,Burbank - Oakland - Sacramento,Douglas DC-3,NC60256,9201,9 (passengers:6 crew:3),9 (passengers:6 crew:3),0,"Struck a 1,200 ft. hill obscured by clouds, during a rainstorm, 6 miles east of Vallejo, California. The pilot failed to fly at the assigned altitude of 4,000 feet on his flight plan."
ACCIDENT DETAILS,"December 09, 1949",?,"Near Lanchow, China",Civil Air Transport,?,?,Curtiss C-46D-CU,XT-820,22354,38 (passengers:36 crew:2),38 (passengers:36 crew:2),0,Crashed while en route.
ACCIDENT DETAILS,"December 10, 1949",?,"Near Hoikow, China",Civil Air Transport,?,Chengdu - Hoikow,Curtiss C-46D-CU,XT-814,22347,40 (passengers:? crew:?),17 (passengers:? crew:?),0,"Crashed on the outskirts of Hoikow, Hainan Island."
ACCIDENT DETAILS,"December 12, 1949",20:45,"Washington, D.C.",Capital Airlines,500,New Port News - Washington D.C.,Douglas DC-3-313A,NC-25691,2556,23 (passengers:20 crew:3),6 (passengers:4 crew:2),0,"The aircraft crashed 1,875 feet, short of the runway threshold, into the Potomac River while approaching Washington National Airport. Immediately before the accident and during the execution of an instrument approach, the aircraft was stalled at too low an altitude to effect recovery."
ACCIDENT DETAILS,"December 12, 1949",21:51,"Jungshahi, Pakistan",Pakair,?,?,Douglas DC-3,AP-ADI,4841,26 (passengers:22 crew:4),26 (passengers:22 crew:4),0,Hit a mountain and burned 30 miles north of Karachi airport. Navigational error.
ACCIDENT DETAILS,"December 16, 1949",06:00,"Orizaba, Mexico",Mexicana,?,Mexico City - Merida,Douglas DC-3,XA-DUK,11721,17 (passengers:13 crew:4),17 (passengers:13 crew:4),0,Crashed into a mountain while en route.
ACCIDENT DETAILS,"December 18, 1949",20:30,"Aulnay-sous-Bois, France",Sabena,?,?,Douglas C-47A-60-DL,OO-AUQ,10241,8 (passengers:4 crew:4),8 (passengers:4 crew:4),0,Crashed after the wing failed during takeoff.
ACCIDENT DETAILS,"December 30, 1949",?,"Comilla, Pakistan",Bharat Airways,?,Agartala - Calcutta,Douglas C-54A-DO,VT-CYK,3089,7 (passengers:6 crew:1),7 (passengers:6 crew:1),0,Crashed and burned after attempting an emergency landing.
